obs,year,month,day,date,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,s.s.temp.,buoy_label
9454,1996,3,2,1996-03-02,-0.25,-124.38,-4.8,-0.5,,24.41,24.8,0
9455,1996,3,3,1996-03-03,-0.25,-124.38,-5.5,-1.0,,24.53,24.78,0
9456,1996,3,4,1996-03-04,-0.23,-124.38,-5.3,-0.2,,24.37,24.31,0
9457,1996,3,5,1996-03-05,-0.22,-124.38,-4.2,-0.8,,24.04,24.07,0
9458,1996,3,6,1996-03-06,-0.22,-124.38,-3.7,0.0,,24.33,24.24,0
9459,1996,3,7,1996-03-07,-0.22,-124.38,-2.7,-0.2,,24.25,24.26,0
9460,1996,3,8,1996-03-08,-0.21,-124.38,-1.4,0.4,,24.53,24.32,0
9461,1996,3,9,1996-03-09,-0.22,-124.38,-0.2,-1.6,,24.94,24.96,0
9462,1996,3,10,1996-03-10,-0.22,-124.38,-1.0,0.2,,24.98,25.15,0
9463,1996,3,11,1996-03-11,-0.22,-124.38,-1.8,2.5,,25.39,25.55,0
9464,1996,3,12,1996-03-12,-0.22,-124.38,-0.4,-1.4,,24.82,25.73,0
9465,1996,3,13,1996-03-13,-0.22,-124.38,1.3,-2.0,,24.74,25.07,0
9466,1996,3,14,1996-03-14,-0.23,-124.38,-0.9,-0.7,,25.19,25.57,0
9467,1996,3,15,1996-03-15,-0.23,-124.38,-1.6,1.3,,25.88,26.34,0
9468,1996,3,16,1996-03-16,-0.23,-124.38,-1.4,2.9,,26.21,26.21,0
9469,1996,3,17,1996-03-17,-0.22,-124.38,-0.9,-0.3,,25.72,26.56,0
9470,1996,3,18,1996-03-18,-0.23,-124.38,-1.9,1.1,,26.45,27.02,0
9471,1996,3,19,1996-03-19,-0.25,-124.39,-1.0,-3.7,,26.41,26.96,0
9472,1996,3,20,1996-03-20,-0.26,-124.39,-2.2,-3.3,,25.96,26.07,0
9473,1996,3,21,1996-03-21,-0.26,-124.39,-2.8,-0.8,,25.31,25.48,0
9474,1996,3,22,1996-03-22,-0.26,-124.38,-1.9,-0.1,,25.68,25.73,0
9475,1996,3,23,1996-03-23,-0.26,-124.39,-4.1,0.0,,26.08,25.96,0
9476,1996,3,24,1996-03-24,-0.25,-124.38,-4.6,-1.7,,25.64,25.43,0
9477,1996,3,25,1996-03-25,-0.24,-124.38,-4.6,-0.9,,25.35,25.2,0
9478,1996,3,26,1996-03-26,-0.25,-124.38,-2.9,-0.6,,25.35,25.37,0
9479,1996,3,27,1996-03-27,-0.25,-124.38,-4.2,0.5,,25.31,25.29,0
9480,1996,3,28,1996-03-28,-0.24,-124.38,-4.8,-0.7,,24.94,24.91,0
9481,1996,3,29,1996-03-29,-0.24,-124.38,-4.5,-1.3,,24.53,24.58,0
9482,1996,3,30,1996-03-30,-0.24,-124.37,-4.8,-2.1,,24.45,24.48,0
9483,1996,3,31,1996-03-31,-0.24,-124.38,-5.4,-1.8,,24.29,24.22,0
9484,1996,4,1,1996-04-01,-0.23,-124.38,-3.4,-1.1,,24.33,24.18,0
9485,1996,4,2,1996-04-02,-0.23,-124.37,-2.5,-0.4,,24.49,24.5,0
9486,1996,4,3,1996-04-03,-0.23,-124.38,-2.8,0.0,,24.66,24.68,0
9487,1996,4,4,1996-04-04,-0.24,-124.38,-2.3,-0.6,,24.98,24.82,0
9488,1996,4,5,1996-04-05,-0.23,-124.37,-2.0,-1.1,,24.74,24.82,0
9489,1996,4,6,1996-04-06,-0.23,-124.38,0.0,-1.0,,25.23,25.15,0
9490,1996,4,7,1996-04-07,-0.23,-124.38,-1.9,0.9,,26.0,25.83,0
9491,1996,4,8,1996-04-08,-0.23,-124.37,-2.0,-0.1,,25.43,25.33,0
9492,1996,4,9,1996-04-09,-0.23,-124.38,-3.3,-1.3,,25.51,25.28,0
9493,1996,4,10,1996-04-10,-0.23,-124.38,-3.4,-1.9,,25.27,25.16,0
9494,1996,4,11,1996-04-11,-0.23,-124.38,-3.2,0.7,,25.39,25.28,0
9495,1996,4,12,1996-04-12,-0.23,-124.38,,,,25.43,25.39,0
9496,1996,4,13,1996-04-13,-0.23,-124.38,,,,25.76,25.85,0
9497,1996,4,14,1996-04-14,-0.22,-124.38,-2.5,-0.2,,25.1,25.26,0
9498,1996,4,15,1996-04-15,-0.22,-124.38,-2.1,-1.5,,25.43,25.33,0
9499,1996,4,16,1996-04-16,-0.22,-124.38,-3.3,-0.3,,25.59,25.71,0
9500,1996,4,17,1996-04-17,-0.23,-124.37,-4.2,0.9,,25.84,25.88,0
9501,1996,4,18,1996-04-18,-0.23,-124.38,-4.3,-1.2,,25.88,25.87,0
9502,1996,4,19,1996-04-19,-0.23,-124.38,-5.5,-1.4,,25.84,25.7,0
9503,1996,4,20,1996-04-20,-0.23,-124.38,-4.5,-1.5,,25.76,25.63,0
9504,1996,4,21,1996-04-21,-0.23,-124.38,-3.6,-0.7,,25.64,25.71,0
9505,1996,4,22,1996-04-22,-0.22,-124.37,-3.4,1.8,,25.96,25.96,0
9506,1996,4,23,1996-04-23,-0.22,-124.37,-4.7,-0.1,,26.0,25.9,0
9507,1996,4,24,1996-04-24,-0.23,-124.38,-4.5,0.1,,26.0,25.81,0
9508,1996,4,25,1996-04-25,-0.22,-124.38,-5.5,0.1,,25.76,25.69,0
9509,1996,4,26,1996-04-26,-0.23,-124.37,-4.1,-1.4,,25.55,25.65,0
9510,1996,4,27,1996-04-27,-0.22,-124.38,-4.4,-2.2,,25.59,25.66,0
9511,1996,4,28,1996-04-28,-0.22,-124.38,-6.1,-2.3,,25.47,25.47,0
9512,1996,4,29,1996-04-29,-0.22,-124.38,-4.2,-0.6,,25.51,25.46,0
9513,1996,4,30,1996-04-30,-0.22,-124.38,-5.5,1.3,,25.92,25.53,0
9514,1996,5,1,1996-05-01,-0.22,-124.38,-5.8,-0.7,,25.72,25.52,0
9515,1996,5,2,1996-05-02,-0.22,-124.38,-5.5,-1.2,,25.64,25.66,0
9516,1996,5,3,1996-05-03,-0.22,-124.38,-6.0,0.9,,25.88,25.92,0
9517,1996,5,4,1996-05-04,-0.22,-124.38,-5.7,0.3,,26.12,26.08,0
9518,1996,5,5,1996-05-05,-0.23,-124.38,-5.5,-1.2,,26.17,26.13,0
9519,1996,5,6,1996-05-06,-0.22,-124.38,-6.0,-0.5,,26.08,26.1,0
9520,1996,5,7,1996-05-07,-0.23,-124.38,-6.6,1.2,,26.17,26.14,0
9521,1996,5,8,1996-05-08,-0.23,-124.38,-6.1,1.6,,26.33,26.28,0
9522,1996,5,9,1996-05-09,-0.23,-124.38,-6.2,2.2,,26.33,26.39,0
9523,1996,5,10,1996-05-10,-0.23,-124.38,-5.8,1.7,,26.21,26.39,0
9524,1996,5,11,1996-05-11,-0.24,-124.38,-5.4,0.4,,26.04,26.26,0
9525,1996,5,12,1996-05-12,-0.25,-124.38,-5.4,0.6,,25.59,25.85,0
9526,1996,5,13,1996-05-13,-0.25,-124.38,-4.9,1.2,,25.19,25.39,0
9527,1996,5,14,1996-05-14,-0.25,-124.38,-4.8,2.0,,25.15,25.19,0
9528,1996,5,15,1996-05-15,-0.25,-124.38,-4.8,1.0,,24.86,24.98,0
9529,1996,5,16,1996-05-16,-0.25,-124.38,-2.9,-0.2,,24.82,25.0,0
9530,1996,5,17,1996-05-17,-0.25,-124.38,-4.0,0.6,,24.98,25.14,0
9531,1996,5,18,1996-05-18,-0.25,-124.38,-3.8,0.6,,24.94,25.26,0
9532,1996,5,19,1996-05-19,-0.24,-124.38,-4.2,0.7,,25.35,25.36,0
9533,1996,5,20,1996-05-20,-0.24,-124.38,-5.1,-0.2,,25.27,25.04,0
9534,1996,5,21,1996-05-21,-0.25,-124.38,-5.2,0.4,,24.94,24.87,0
9535,1996,5,22,1996-05-22,-0.25,-124.38,-5.2,2.0,,24.82,24.91,0
9536,1996,5,23,1996-05-23,-0.24,-124.38,-2.4,1.6,,24.78,25.12,0
9537,1996,5,24,1996-05-24,-0.25,-124.38,-4.8,0.4,,25.27,25.43,0
9538,1996,5,25,1996-05-25,-0.25,-124.38,-5.5,-0.1,,24.98,25.12,0
9539,1996,5,26,1996-05-26,-0.26,-124.38,-5.7,0.3,,24.7,24.91,0
9540,1996,5,27,1996-05-27,-0.25,-124.38,-5.6,0.9,,24.9,25.48,0
9541,1996,5,28,1996-05-28,-0.25,-124.38,-5.4,-0.6,,25.19,25.85,0
9542,1996,5,29,1996-05-29,-0.24,-124.38,-5.6,-1.6,,24.98,25.46,0
9543,1996,5,30,1996-05-30,-0.24,-124.38,-5.8,-1.5,,24.29,24.79,0
9544,1996,5,31,1996-05-31,-0.24,-124.38,-4.7,-2.5,,24.49,24.91,0
9545,1996,6,1,1996-06-01,-0.23,-124.38,-4.3,-0.3,,24.57,24.96,0
9546,1996,6,2,1996-06-02,-0.23,-124.38,-5.1,1.2,,24.86,24.86,0
9547,1996,6,3,1996-06-03,-0.24,-124.38,-5.9,0.3,,24.74,24.86,0
9548,1996,6,4,1996-06-04,-0.25,-124.38,-5.2,0.8,,24.53,24.53,0
9549,1996,6,5,1996-06-05,-0.24,-124.38,-4.6,0.7,,24.37,24.76,0
9550,1996,6,6,1996-06-06,-0.24,-124.37,-5.2,0.8,,24.74,25.2,0
9551,1996,6,7,1996-06-07,-0.24,-124.38,-5.6,0.7,,25.02,25.45,0
9552,1996,6,8,1996-06-08,-0.24,-124.38,-5.4,-0.6,,24.94,25.55,0
9553,1996,6,9,1996-06-09,-0.24,-124.38,-4.8,-0.7,,24.86,25.63,0
9554,1996,6,10,1996-06-10,-0.23,-124.38,-5.2,0.6,,24.9,25.59,0
9555,1996,6,11,1996-06-11,-0.24,-124.38,-4.9,1.0,,25.1,25.63,0
9556,1996,6,12,1996-06-12,-0.24,-124.38,-5.5,0.1,,25.1,25.57,0
9557,1996,6,13,1996-06-13,-0.23,-124.37,-6.2,0.8,,25.19,25.54,0
9558,1996,6,14,1996-06-14,-0.23,-124.37,-6.4,0.8,,25.15,25.5,0
9559,1996,6,15,1996-06-15,-0.23,-124.38,-5.8,0.9,,25.02,25.16,0
9560,1996,6,16,1996-06-16,-0.23,-124.38,-4.1,-0.2,,24.86,24.87,0
9561,1996,6,17,1996-06-17,-0.23,-124.37,-4.5,0.1,,24.7,24.84,0
9562,1996,6,18,1996-06-18,-0.23,-124.38,-5.2,0.8,,24.74,25.34,0
9563,1996,6,19,1996-06-19,-0.23,-124.38,-5.2,2.2,,24.9,25.46,0
9564,1996,6,20,1996-06-20,-0.23,-124.38,-5.9,1.1,,24.94,25.35,0
9565,1996,6,21,1996-06-21,-0.22,-124.38,-4.5,2.8,,24.9,25.04,0
9566,1996,6,22,1996-06-22,-0.22,-124.38,-4.8,2.0,,24.98,24.96,0
9567,1996,6,23,1996-06-23,-0.21,-124.38,,,,,,0
9568,1996,6,24,1996-06-24,0.0,-125.0,,,,,,0
9569,1996,6,25,1996-06-25,-0.2,-124.33,-4.7,1.4,85.5,,,0
9570,1996,6,26,1996-06-26,-0.19,-124.33,-4.7,2.4,84.3,,,0
9571,1996,6,27,1996-06-27,-0.2,-124.33,-4.6,0.9,85.5,,,0
9572,1996,6,28,1996-06-28,-0.2,-124.33,-4.5,-1.1,83.0,25.4,25.51,0
9573,1996,6,29,1996-06-29,-0.2,-124.33,-4.7,-0.3,81.0,25.32,25.54,0
9574,1996,6,30,1996-06-30,-0.21,-124.32,-6.2,0.4,80.5,,,0
9575,1996,7,1,1996-07-01,-0.22,-124.33,-5.2,0.4,81.8,25.47,25.52,0
9576,1996,7,2,1996-07-02,-0.23,-124.33,-4.8,0.6,80.5,,,0
9577,1996,7,3,1996-07-03,-0.23,-124.33,-5.2,0.4,78.5,25.78,26.32,0
9578,1996,7,4,1996-07-04,-0.23,-124.33,-6.1,0.8,78.5,25.82,26.32,0
9579,1996,7,5,1996-07-05,-0.23,-124.33,-6.6,2.7,80.5,25.82,26.03,0
9580,1996,7,6,1996-07-06,-0.24,-124.33,,,,25.97,25.78,0
9581,1996,7,7,1996-07-07,-0.24,-124.33,-6.9,0.7,82.6,,,0
9582,1996,7,8,1996-07-08,-0.25,-124.34,-6.9,-1.5,82.2,25.47,25.64,0
9583,1996,7,9,1996-07-09,-0.24,-124.33,-7.5,-0.2,82.2,,,0
9584,1996,7,10,1996-07-10,-0.23,-124.33,-8.1,-0.3,83.0,,,0
9585,1996,7,11,1996-07-11,-0.23,-124.33,-6.4,0.2,87.2,25.09,24.97,0
9586,1996,7,12,1996-07-12,-0.22,-124.33,-5.9,0.7,85.9,,,0
9587,1996,7,13,1996-07-13,-0.21,-124.32,-5.5,2.5,85.1,25.16,24.67,0
9588,1996,7,14,1996-07-14,-0.2,-124.33,-5.2,2.0,83.9,25.16,24.69,0
9589,1996,7,15,1996-07-15,-0.21,-124.32,-6.3,0.0,85.5,24.97,24.64,0
9590,1996,7,16,1996-07-16,-0.2,-124.33,-6.6,0.6,82.6,25.13,24.74,0
9591,1996,7,17,1996-07-17,-0.21,-124.34,-6.7,-0.5,85.1,,,0
9592,1996,7,18,1996-07-18,-0.21,-124.33,-6.7,1.2,78.5,25.24,24.71,0
9593,1996,7,19,1996-07-19,-0.2,-124.33,-7.0,1.3,80.5,25.16,24.91,0
9594,1996,7,20,1996-07-20,-0.22,-124.33,-7.2,1.3,83.4,24.93,24.82,0
9595,1996,7,21,1996-07-21,-0.21,-124.34,-7.6,0.2,82.6,,,0
9596,1996,7,22,1996-07-22,-0.22,-124.32,-7.4,0.0,83.0,,,0
9597,1996,7,23,1996-07-23,-0.23,-124.33,-6.2,2.6,81.4,,,0
9598,1996,7,24,1996-07-24,-0.24,-124.33,-5.0,3.0,82.2,24.04,23.83,0
9599,1996,7,25,1996-07-25,-0.25,-124.34,-3.1,1.5,88.4,23.85,23.79,0
9600,1996,7,26,1996-07-26,-0.26,-124.35,-4.7,2.2,83.0,,,0
9601,1996,7,27,1996-07-27,-0.26,-124.37,-6.9,0.7,81.4,24.35,24.16,0
9602,1996,7,28,1996-07-28,-0.26,-124.37,-6.7,1.2,81.8,,,0
9603,1996,7,29,1996-07-29,-0.26,-124.37,-5.4,3.1,83.0,24.47,24.66,0
9604,1996,7,30,1996-07-30,-0.26,-124.37,-4.3,4.7,87.6,24.47,24.4,0
9605,1996,7,31,1996-07-31,-0.23,-124.38,-5.3,3.5,87.6,23.77,23.77,0
9606,1996,8,1,1996-08-01,-0.18,-124.36,-5.0,1.8,88.4,23.39,23.09,0
9607,1996,8,2,1996-08-02,-0.18,-124.35,-3.4,0.8,90.5,23.43,23.18,0
9608,1996,8,3,1996-08-03,-0.18,-124.35,-3.2,0.9,91.7,23.5,23.24,0
9609,1996,8,4,1996-08-04,-0.18,-124.36,-3.6,1.0,88.8,23.62,23.38,0
9610,1996,8,5,1996-08-05,-0.18,-124.35,-3.7,2.6,85.9,,,0
9611,1996,8,6,1996-08-06,-0.18,-124.35,-4.7,2.2,82.6,24.12,23.75,0
9612,1996,8,7,1996-08-07,-0.19,-124.34,-5.8,0.7,81.0,24.12,23.93,0
9613,1996,8,8,1996-08-08,-0.17,-124.35,-7.5,0.6,76.8,23.93,23.8,0
9614,1996,8,9,1996-08-09,-0.2,-124.35,-6.5,1.2,76.4,,,0
9615,1996,8,10,1996-08-10,-0.21,-124.34,-5.5,1.3,78.1,23.46,23.38,0
9616,1996,8,11,1996-08-11,-0.23,-124.36,-5.8,1.5,79.3,23.46,23.19,0
9617,1996,8,12,1996-08-12,-0.25,-124.39,-6.5,2.2,80.5,23.31,23.06,0
9618,1996,8,13,1996-08-13,-0.25,-124.39,-4.6,0.9,81.0,23.08,22.97,0
9619,1996,8,14,1996-08-14,-0.25,-124.38,-3.6,-0.5,80.1,22.81,22.93,0
9620,1996,8,15,1996-08-15,-0.23,-124.37,-3.9,0.0,78.5,22.92,22.79,0
9621,1996,8,16,1996-08-16,-0.24,-124.36,-2.2,1.0,78.1,23.27,22.96,0
9622,1996,8,17,1996-08-17,-0.24,-124.35,-3.3,0.5,83.4,,,0
9623,1996,8,18,1996-08-18,-0.23,-124.33,-3.1,-1.2,85.5,23.08,22.77,0
9624,1996,8,19,1996-08-19,-0.24,-124.33,-4.9,-0.2,83.9,23.04,22.57,0
9625,1996,8,20,1996-08-20,-0.22,-124.33,-4.1,0.4,83.9,23.08,22.71,0
9626,1996,8,21,1996-08-21,-0.22,-124.33,-4.3,1.5,84.3,23.66,23.43,0
9627,1996,8,22,1996-08-22,-0.23,-124.35,-5.5,3.3,81.0,24.04,23.78,0
9628,1996,8,23,1996-08-23,-0.22,-124.34,-5.5,2.5,79.3,24.08,23.81,0
9629,1996,8,24,1996-08-24,-0.21,-124.33,-5.5,1.3,79.7,,,0
9630,1996,8,25,1996-08-25,-0.21,-124.33,-5.2,-0.4,79.7,23.62,23.51,0
9631,1996,8,26,1996-08-26,-0.22,-124.33,-5.8,1.5,81.0,23.62,23.37,0
9632,1996,8,27,1996-08-27,-0.21,-124.33,-5.8,0.7,85.1,23.5,23.15,0
9633,1996,8,28,1996-08-28,-0.22,-124.33,-5.7,-0.3,85.1,23.31,23.0,0
9634,1996,8,29,1996-08-29,-0.21,-124.33,-6.5,-0.4,81.8,23.31,23.33,0
9635,1996,8,30,1996-08-30,-0.23,-124.32,-5.2,0.6,81.4,,,0
9636,1996,8,31,1996-08-31,-0.21,-124.33,-5.2,0.6,84.3,23.54,23.86,0
9637,1996,9,1,1996-09-01,-0.22,-124.32,-5.2,-0.4,84.3,23.62,23.76,0
9638,1996,9,2,1996-09-02,-0.21,-124.32,-6.1,1.0,83.0,,,0
9639,1996,9,3,1996-09-03,-0.21,-124.33,-6.6,0.0,82.6,23.66,23.72,0
9640,1996,9,4,1996-09-04,-0.21,-124.33,-6.8,-0.7,81.4,23.54,23.6,0
9641,1996,9,5,1996-09-05,-0.21,-124.34,-6.5,-0.2,81.0,23.5,23.53,0
9642,1996,9,6,1996-09-06,-0.2,-124.33,-5.4,0.6,73.9,23.77,23.6,0
9643,1996,9,7,1996-09-07,-0.21,-124.33,-5.4,0.6,73.1,,,0
9644,1996,9,8,1996-09-08,-0.21,-124.33,-4.7,2.4,70.2,24.12,23.95,0
9645,1996,9,9,1996-09-09,-0.2,-124.34,-5.7,2.5,69.8,24.47,24.23,0
9646,1996,9,10,1996-09-10,-0.21,-124.33,-7.4,1.6,70.2,24.58,24.55,0
9647,1996,9,11,1996-09-11,-0.22,-124.32,-7.8,1.0,70.2,24.89,24.88,0
9648,1996,9,12,1996-09-12,-0.24,-124.34,,,,,,0
9649,1996,9,13,1996-09-13,-0.25,-124.35,-7.8,1.0,69.4,24.24,24.35,0
9650,1996,9,14,1996-09-14,-0.26,-124.36,-4.9,1.4,70.6,23.85,23.78,0
9651,1996,9,15,1996-09-15,-0.26,-124.34,-5.2,2.0,73.1,23.97,23.82,0
9652,1996,9,16,1996-09-16,-0.26,-124.36,-6.5,2.4,73.1,23.97,23.79,0
9653,1996,9,17,1996-09-17,-0.26,-124.36,-4.7,2.4,74.8,23.73,23.69,0
9654,1996,9,18,1996-09-18,-0.26,-124.37,,,,23.97,24.13,0
9655,1996,9,19,1996-09-19,-0.25,-124.38,-7.4,0.0,70.6,24.2,24.71,0
9656,1996,9,20,1996-09-20,-0.22,-124.4,-7.2,1.3,71.5,24.2,24.45,0
9657,1996,9,21,1996-09-21,-0.19,-124.39,-6.1,0.8,76.4,23.77,23.94,0
9658,1996,9,22,1996-09-22,-0.18,-124.37,-4.9,1.0,77.2,23.62,23.55,0
9659,1996,9,23,1996-09-23,-0.18,-124.37,-5.7,0.9,76.8,23.46,23.24,0
9660,1996,9,24,1996-09-24,-0.18,-124.37,-6.6,0.6,72.7,23.54,23.25,0
9661,1996,9,25,1996-09-25,-0.18,-124.35,-6.0,0.3,69.8,23.85,23.53,0
9662,1996,9,26,1996-09-26,-0.19,-124.35,-6.1,-0.2,66.1,23.89,23.74,0
9663,1996,9,27,1996-09-27,-0.19,-124.35,-5.3,2.5,68.2,24.04,23.96,0
9664,1996,9,28,1996-09-28,-0.21,-124.34,-4.2,2.1,71.5,24.24,24.16,0
9665,1996,9,29,1996-09-29,-0.23,-124.32,-4.1,1.3,73.5,23.58,23.93,0
9666,1996,9,30,1996-09-30,-0.24,-124.33,-4.3,1.1,71.5,23.27,23.54,0
9667,1996,10,1,1996-10-01,-0.25,-124.34,-6.5,1.2,69.8,23.12,23.21,0
9668,1996,10,2,1996-10-02,-0.25,-124.35,-6.4,1.4,69.8,23.16,23.07,0
9669,1996,10,3,1996-10-03,-0.26,-124.35,-6.1,1.4,71.0,23.12,23.1,0
9670,1996,10,4,1996-10-04,-0.26,-124.37,-5.3,-0.4,71.0,23.0,23.39,0
9671,1996,10,5,1996-10-05,-0.25,-124.38,-5.3,0.0,72.3,22.89,23.24,0
9672,1996,10,6,1996-10-06,-0.25,-124.38,-5.8,0.7,72.3,22.96,23.39,0
9673,1996,10,7,1996-10-07,-0.25,-124.39,-5.5,-0.1,75.2,,,0
9674,1996,10,8,1996-10-08,-0.25,-124.39,-6.1,-0.1,76.4,23.0,23.03,0
9675,1996,10,9,1996-10-09,-0.22,-124.38,-4.2,0.5,77.7,22.69,22.76,0
9676,1996,10,10,1996-10-10,-0.19,-124.35,-5.1,0.2,77.2,22.77,22.7,0
9677,1996,10,11,1996-10-11,-0.18,-124.34,-4.1,0.4,80.1,22.73,22.56,0
9678,1996,10,12,1996-10-12,-0.18,-124.34,-4.6,0.9,79.7,22.92,22.64,0
9679,1996,10,13,1996-10-13,-0.18,-124.35,-4.8,0.8,78.5,23.16,23.0,0
9680,1996,10,14,1996-10-14,-0.18,-124.35,-5.8,0.3,75.6,23.31,23.16,0
9681,1996,10,15,1996-10-15,-0.19,-124.34,-5.7,-0.3,72.3,23.39,23.37,0
9682,1996,10,16,1996-10-16,-0.2,-124.33,-5.8,0.5,72.3,23.5,23.6,0
9683,1996,10,17,1996-10-17,-0.22,-124.31,-5.8,0.3,,23.43,23.65,0
9684,1996,10,18,1996-10-18,-0.24,-124.32,-6.3,0.0,,23.39,23.62,0
9685,1996,10,19,1996-10-19,-0.24,-124.33,-5.6,1.7,,23.35,23.72,0
9686,1996,10,20,1996-10-20,-0.25,-124.34,,,,23.73,23.94,0
9687,1996,10,21,1996-10-21,-0.24,-124.33,-7.9,0.6,,23.46,23.4,0
9688,1996,10,22,1996-10-22,-0.23,-124.33,-7.1,-0.5,,23.27,23.3,0
9689,1996,10,23,1996-10-23,-0.24,-124.32,-6.3,0.8,,23.23,23.28,0
9690,1996,10,24,1996-10-24,-0.23,-124.32,-4.6,2.2,89.6,23.46,23.39,0
9691,1996,10,25,1996-10-25,-0.22,-124.33,-5.7,1.3,75.6,23.5,23.41,0
9692,1996,10,26,1996-10-26,-0.22,-124.33,-5.8,0.7,72.7,23.43,23.4,0
9693,1996,10,27,1996-10-27,-0.21,-124.32,-6.5,1.0,74.4,23.27,23.31,0
9694,1996,10,28,1996-10-28,-0.21,-124.33,-5.2,0.2,76.0,23.35,23.2,0
9695,1996,10,29,1996-10-29,-0.2,-124.33,-4.3,1.1,78.1,23.5,23.28,0
9696,1996,10,30,1996-10-30,-0.2,-124.33,-4.5,1.5,78.1,23.66,23.45,0
9697,1996,10,31,1996-10-31,-0.19,-124.33,-6.1,2.4,74.8,23.81,23.46,0
9698,1996,11,1,1996-11-01,-0.19,-124.34,,,,23.81,23.5,0
9699,1996,11,2,1996-11-02,-0.2,-124.33,-5.4,1.5,70.2,24.01,23.61,0
9700,1996,11,3,1996-11-03,-0.2,-124.33,,,,24.04,23.59,0
9701,1996,11,4,1996-11-04,-0.22,-124.33,-7.5,2.2,73.1,23.97,23.56,0
9702,1996,11,5,1996-11-05,-0.25,-124.34,-7.2,0.5,73.5,23.81,23.48,0
9703,1996,11,6,1996-11-06,-0.26,-124.36,-7.2,1.5,69.0,23.81,23.51,0
9704,1996,11,7,1996-11-07,-0.26,-124.38,-7.5,2.0,68.2,,,0
9705,1996,11,8,1996-11-08,-0.26,-124.37,-6.7,1.9,70.2,23.7,23.53,0
9706,1996,11,9,1996-11-09,-0.26,-124.38,-6.8,1.7,66.1,23.97,23.93,0
9707,1996,11,10,1996-11-10,-0.26,-124.37,-6.0,2.8,66.9,24.2,24.36,0
9708,1996,11,11,1996-11-11,-0.26,-124.36,-6.4,2.6,68.2,24.04,24.44,0
9709,1996,11,12,1996-11-12,-0.25,-124.37,-6.6,1.6,69.4,23.89,24.21,0
9710,1996,11,13,1996-11-13,-0.23,-124.4,-5.9,0.9,,23.66,23.87,0
9711,1996,11,14,1996-11-14,-0.2,-124.39,-4.7,1.2,,23.39,23.44,0
9712,1996,11,15,1996-11-15,-0.18,-124.38,-4.8,0.6,,23.31,23.15,0
9713,1996,11,16,1996-11-16,-0.18,-124.37,-4.7,1.4,,23.62,23.51,0
9714,1996,11,17,1996-11-17,-0.18,-124.37,-5.3,2.3,,23.77,23.67,0
9715,1996,11,18,1996-11-18,-0.18,-124.36,-6.7,0.7,,23.81,23.76,0
9716,1996,11,19,1996-11-19,-0.18,-124.36,-5.2,0.6,,23.81,23.85,0
9717,1996,11,20,1996-11-20,-0.19,-124.36,-5.7,2.3,,23.66,23.63,0
9718,1996,11,21,1996-11-21,-0.21,-124.37,-5.7,2.3,,23.39,23.25,0
9719,1996,11,22,1996-11-22,-0.25,-124.36,-5.8,0.7,,23.39,23.15,0
9720,1996,11,23,1996-11-23,-0.26,-124.37,-6.8,2.5,,23.5,23.19,0
9721,1996,11,24,1996-11-24,-0.26,-124.36,-5.5,2.3,,23.46,23.24,0
9722,1996,11,25,1996-11-25,-0.26,-124.36,-5.5,3.3,,23.7,23.44,0
9723,1996,11,26,1996-11-26,-0.26,-124.38,-5.4,2.7,,23.66,23.68,0
9724,1996,11,27,1996-11-27,-0.25,-124.36,-5.0,0.6,,23.54,23.57,0
9725,1996,11,28,1996-11-28,-0.25,-124.34,-5.6,-0.9,,23.31,23.36,0
9726,1996,11,29,1996-11-29,-0.24,-124.33,-5.9,-1.3,,23.0,22.93,0
9727,1996,11,30,1996-11-30,-0.22,-124.33,-3.8,1.0,,23.12,22.95,0
9728,1996,12,1,1996-12-01,-0.19,-124.33,-3.6,0.8,,23.39,23.16,0
9729,1996,12,2,1996-12-02,-0.19,-124.35,-4.0,-0.2,,23.54,23.29,0
9730,1996,12,3,1996-12-03,-0.19,-124.34,-5.7,1.1,,23.7,23.33,0
9731,1996,12,4,1996-12-04,-0.19,-124.34,-7.1,0.9,,23.97,,0
9732,1996,12,5,1996-12-05,-0.18,-124.34,-7.2,1.5,,24.35,23.83,0
9733,1996,12,6,1996-12-06,-0.19,-124.33,-7.7,1.8,,24.58,23.92,0
9734,1996,12,7,1996-12-07,-0.18,-124.34,-8.0,1.1,,24.47,24.12,0
9735,1996,12,8,1996-12-08,-0.19,-124.34,-7.7,0.6,,,,0
9736,1996,12,9,1996-12-09,-0.19,-124.33,-8.2,2.7,,25.09,24.67,0
9737,1996,12,10,1996-12-10,-0.21,-124.33,-8.2,2.7,,24.47,24.05,0
9738,1996,12,11,1996-12-11,-0.22,-124.33,-6.5,2.2,,23.89,23.32,0
9739,1996,12,12,1996-12-12,-0.23,-124.33,-5.8,0.3,,23.62,22.13,0
9740,1996,12,13,1996-12-13,-0.23,-124.33,-6.3,0.8,,23.7,22.94,0
9741,1996,12,14,1996-12-14,-0.24,-124.33,-6.2,1.4,,23.77,22.98,0
9742,1996,12,15,1996-12-15,-0.25,-124.33,-6.6,0.6,,23.85,23.11,0
9743,1996,12,16,1996-12-16,-0.25,-124.33,-6.9,-0.5,,23.89,23.26,0
9744,1996,12,17,1996-12-17,-0.25,-124.34,-7.3,-0.2,,23.81,23.32,0
