obs,year,month,day,date,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,s.s.temp.,buoy_label
17943,1993,12,31,1993-12-31,0.0,-155.01,-5.7,-0.7,86.8,25.92,25.98,2
17944,1994,1,1,1994-01-01,-0.01,-155.02,-5.2,-1.2,85.5,26.03,26.22,2
17945,1994,1,2,1994-01-02,0.01,-155.01,-5.9,-2.7,83.3,25.99,26.3,2
17946,1994,1,3,1994-01-03,0.0,-155.01,-7.9,-2.1,81.2,25.92,26.13,2
17947,1994,1,4,1994-01-04,0.0,-155.01,-8.6,-1.5,81.2,26.03,26.0,2
17948,1994,1,5,1994-01-05,0.01,-155.01,-6.9,-3.0,82.0,25.96,25.99,2
17949,1994,1,6,1994-01-06,0.01,-155.0,-7.1,-2.3,79.3,25.96,26.0,2
17950,1994,1,7,1994-01-07,0.0,-155.0,-7.5,-1.1,78.9,25.99,26.07,2
17951,1994,1,8,1994-01-08,0.01,-154.99,-8.5,-0.7,77.7,26.15,26.09,2
17952,1994,1,9,1994-01-09,0.0,-155.0,-7.8,-2.2,78.8,26.07,26.06,2
17953,1994,1,10,1994-01-10,0.0,-155.0,-8.2,-0.9,78.1,26.03,26.05,2
17954,1994,1,11,1994-01-11,0.01,-155.0,-7.5,-1.6,79.6,25.96,26.01,2
17955,1994,1,12,1994-01-12,0.0,-154.99,-6.6,-0.4,80.1,25.92,26.16,2
17956,1994,1,13,1994-01-13,0.01,-154.99,-5.1,0.5,79.2,25.76,26.29,2
17957,1994,1,14,1994-01-14,0.01,-155.0,-4.2,-0.7,78.7,25.68,26.43,2
17958,1994,1,15,1994-01-15,0.01,-155.0,-5.7,-2.4,80.2,25.68,26.34,2
17959,1994,1,16,1994-01-16,0.01,-155.0,-7.0,-2.6,81.6,25.88,26.22,2
17960,1994,1,17,1994-01-17,0.01,-155.0,-9.8,-1.1,80.7,25.99,26.06,2
17961,1994,1,18,1994-01-18,0.0,-155.0,-8.3,-2.3,81.6,25.84,25.95,2
17962,1994,1,19,1994-01-19,0.0,-155.0,-5.8,-0.2,83.0,25.6,25.91,2
17963,1994,1,20,1994-01-20,0.01,-155.0,-6.4,0.8,85.6,25.76,25.91,2
17964,1994,1,21,1994-01-21,0.01,-155.01,-7.4,-0.4,87.1,25.99,25.91,2
17965,1994,1,22,1994-01-22,0.0,-155.01,-7.0,-1.6,85.8,25.84,25.89,2
17966,1994,1,23,1994-01-23,0.0,-155.01,-6.0,-1.3,84.2,25.56,25.79,2
17967,1994,1,24,1994-01-24,0.01,-155.01,-5.0,0.3,85.8,25.6,25.83,2
17968,1994,1,25,1994-01-25,0.01,-155.01,-5.4,1.2,87.8,25.64,25.85,2
17969,1994,1,26,1994-01-26,0.01,-155.01,-5.8,-1.5,86.6,25.84,25.94,2
17970,1994,1,27,1994-01-27,0.01,-155.0,-5.1,-1.1,86.6,25.72,25.91,2
17971,1994,1,28,1994-01-28,0.01,-155.0,-6.1,-0.9,85.8,25.88,25.97,2
17972,1994,1,29,1994-01-29,0.0,-155.01,-6.3,-0.1,88.1,25.88,25.93,2
17973,1994,1,30,1994-01-30,0.01,-155.01,-8.4,0.7,85.6,26.23,26.0,2
17974,1994,1,31,1994-01-31,0.0,-155.02,-7.6,0.4,84.7,25.96,25.93,2
17975,1994,2,1,1994-02-01,0.01,-155.03,-7.6,-1.2,83.9,26.19,25.89,2
17976,1994,2,2,1994-02-02,0.0,-155.02,-8.1,-1.3,81.9,26.23,26.01,2
17977,1994,2,3,1994-02-03,0.0,-155.02,-7.4,-1.5,82.6,26.19,26.13,2
17978,1994,2,4,1994-02-04,0.0,-155.02,-8.3,-1.5,79.3,26.03,26.17,2
17979,1994,2,5,1994-02-05,0.01,-155.01,-7.7,-1.3,81.1,26.03,26.18,2
17980,1994,2,6,1994-02-06,-0.02,-154.99,-6.3,-1.0,81.6,26.27,26.64,2
17981,1994,2,7,1994-02-07,0.0,-155.02,-6.8,1.7,84.0,26.51,26.87,2
17982,1994,2,8,1994-02-08,0.01,-155.02,-7.2,-0.2,84.6,26.63,26.75,2
17983,1994,2,9,1994-02-09,0.01,-155.01,-7.6,-2.8,80.7,26.39,26.6,2
17984,1994,2,10,1994-02-10,0.02,-155.01,-7.7,-1.5,82.8,26.27,26.35,2
17985,1994,2,11,1994-02-11,0.01,-155.01,-8.2,0.3,84.5,26.35,26.31,2
17986,1994,2,12,1994-02-12,0.01,-155.01,-8.8,-0.2,83.3,26.51,26.31,2
17987,1994,2,13,1994-02-13,0.02,-155.0,-6.9,-1.5,84.6,26.51,26.47,2
17988,1994,2,14,1994-02-14,0.0,-155.0,-7.1,-1.2,84.2,26.67,26.67,2
17989,1994,2,15,1994-02-15,0.0,-154.99,-8.5,0.4,83.2,26.67,26.54,2
17990,1994,2,16,1994-02-16,0.01,-155.0,-6.6,-0.8,85.8,26.51,26.42,2
17991,1994,2,17,1994-02-17,0.01,-155.0,-5.6,-2.0,87.6,26.35,26.45,2
17992,1994,2,18,1994-02-18,0.01,-155.0,-6.8,-2.1,87.9,26.27,26.39,2
17993,1994,2,19,1994-02-19,0.04,-154.99,-6.8,-0.8,85.2,26.23,26.31,2
17994,1994,2,20,1994-02-20,0.0,-155.01,-4.8,-0.2,85.2,25.96,26.38,2
17995,1994,2,21,1994-02-21,0.01,-155.0,-5.0,-0.9,86.8,26.23,26.46,2
17996,1994,2,22,1994-02-22,0.01,-154.99,-6.5,-1.0,87.2,26.27,26.36,2
17997,1994,2,23,1994-02-23,0.01,-155.0,-7.6,-1.5,85.7,26.19,26.24,2
17998,1994,2,24,1994-02-24,0.01,-155.0,-8.2,-1.4,84.4,26.07,26.12,2
17999,1994,2,25,1994-02-25,0.0,-155.0,-7.5,-2.2,85.2,25.96,26.08,2
18000,1994,2,26,1994-02-26,-0.01,-155.01,-7.2,-0.5,85.2,25.99,26.05,2
18001,1994,2,27,1994-02-27,0.01,-155.0,-7.4,-0.4,84.5,25.96,26.01,2
18002,1994,2,28,1994-02-28,-0.01,-155.01,-6.0,-0.6,86.7,25.8,26.01,2
18003,1994,3,1,1994-03-01,0.01,-155.01,-4.3,-1.1,84.7,25.56,25.92,2
18004,1994,3,2,1994-03-02,0.0,-155.0,-4.5,0.7,81.9,25.64,25.86,2
18005,1994,3,3,1994-03-03,0.0,-155.02,-5.1,1.5,80.7,25.8,26.16,2
18006,1994,3,4,1994-03-04,0.0,-155.01,-6.6,-0.8,81.7,25.92,26.07,2
18007,1994,3,5,1994-03-05,0.0,-155.01,-7.3,-0.1,85.0,26.11,26.1,2
18008,1994,3,6,1994-03-06,0.0,-155.02,-8.1,-0.7,85.6,26.11,26.0,2
18009,1994,3,7,1994-03-07,0.0,-155.02,-7.1,-1.3,84.4,26.07,25.97,2
18010,1994,3,8,1994-03-08,0.0,-155.01,-5.7,0.4,87.4,25.96,26.05,2
18011,1994,3,9,1994-03-09,0.0,-155.01,-4.0,-0.9,87.1,26.11,26.36,2
18012,1994,3,10,1994-03-10,0.01,-155.0,-4.0,-1.8,84.0,26.07,26.67,2
18013,1994,3,11,1994-03-11,0.01,-155.0,-2.7,-1.0,83.1,26.11,26.92,2
18014,1994,3,12,1994-03-12,0.01,-155.0,-3.2,-2.1,84.1,26.59,27.19,2
18015,1994,3,13,1994-03-13,0.01,-155.0,-6.2,0.0,86.5,26.71,26.82,2
18016,1994,3,14,1994-03-14,0.01,-154.99,-7.2,-1.4,,26.71,26.68,2
18017,1994,3,15,1994-03-15,0.01,-154.99,-6.3,-2.4,,26.59,26.55,2
18018,1994,3,16,1994-03-16,0.0,-155.0,-5.9,-2.0,,26.59,26.88,2
18019,1994,3,17,1994-03-17,0.01,-154.99,-4.9,-3.2,,26.63,27.05,2
18020,1994,3,18,1994-03-18,-0.01,-154.99,-6.0,-1.2,,26.75,27.18,2
18021,1994,3,19,1994-03-19,0.0,-155.0,-6.1,-1.7,,26.83,27.12,2
18022,1994,3,20,1994-03-20,0.0,-154.99,-8.1,-3.0,,26.79,26.98,2
18023,1994,3,21,1994-03-21,0.0,-154.99,-7.4,-2.8,,26.91,26.93,2
18024,1994,3,22,1994-03-22,0.0,-155.0,-7.6,-1.8,,26.99,26.98,2
18025,1994,3,23,1994-03-23,0.0,-155.0,-7.2,-1.1,,26.87,26.76,2
18026,1994,3,24,1994-03-24,0.01,-154.99,-5.7,-1.2,,26.75,26.69,2
18027,1994,3,25,1994-03-25,0.01,-154.99,-3.3,-1.3,,26.75,26.98,2
18028,1994,3,26,1994-03-26,0.01,-155.0,-3.2,-2.8,,26.95,27.2,2
18029,1994,3,27,1994-03-27,0.01,-155.0,-2.5,-3.8,,26.99,27.19,2
18030,1994,3,28,1994-03-28,0.0,-154.99,-3.5,-2.8,,27.11,27.23,2
18031,1994,3,29,1994-03-29,0.0,-155.0,-4.2,-0.4,,27.39,27.14,2
18032,1994,3,30,1994-03-30,0.01,-155.0,-5.0,-2.1,,27.23,26.95,2
18033,1994,3,31,1994-03-31,0.01,-155.0,-5.7,-2.6,,27.03,26.91,2
18034,1994,4,1,1994-04-01,0.0,-155.0,-5.4,-2.3,,26.95,27.05,2
18035,1994,4,2,1994-04-02,0.0,-155.0,-6.4,-0.5,,27.07,27.05,2
18036,1994,4,3,1994-04-03,0.0,-155.0,-6.1,0.3,,27.07,27.12,2
18037,1994,4,4,1994-04-04,0.01,-155.0,-3.7,-2.8,,26.91,27.21,2
18038,1994,4,5,1994-04-05,0.01,-155.0,-4.6,-2.8,,27.03,27.24,2
18039,1994,4,6,1994-04-06,0.0,-155.0,-6.5,-2.5,,27.19,27.23,2
18040,1994,4,7,1994-04-07,0.0,-155.0,-5.4,-1.9,,27.11,27.21,2
18041,1994,4,8,1994-04-08,0.01,-155.0,-5.7,-1.4,,27.07,27.15,2
18042,1994,4,9,1994-04-09,0.01,-155.0,-5.4,-1.2,,26.91,26.94,2
18043,1994,4,10,1994-04-10,0.0,-154.99,-4.5,-1.1,,26.83,26.9,2
18044,1994,4,11,1994-04-11,0.01,-154.99,-5.3,-1.3,,26.87,26.83,2
18045,1994,4,12,1994-04-12,0.01,-155.0,-5.3,-1.3,,26.91,26.81,2
18046,1994,4,13,1994-04-13,0.01,-155.0,-5.3,-0.6,,26.99,26.89,2
18047,1994,4,14,1994-04-14,0.0,-155.0,-4.2,-2.4,,27.03,26.97,2
18048,1994,4,15,1994-04-15,0.0,-155.0,-3.0,-1.8,,27.19,26.99,2
18049,1994,4,16,1994-04-16,0.01,-155.0,-3.6,0.7,,27.19,27.2,2
18050,1994,4,17,1994-04-17,0.01,-155.0,-3.9,1.3,,27.11,27.09,2
18051,1994,4,18,1994-04-18,0.01,-154.99,-4.9,-2.2,,27.31,27.26,2
18052,1994,4,19,1994-04-19,0.0,-155.0,-5.0,-1.4,,27.31,27.16,2
18053,1994,4,20,1994-04-20,0.01,-155.0,-5.3,0.6,,27.27,27.27,2
18054,1994,4,21,1994-04-21,0.01,-154.99,-5.7,2.1,,27.5,27.31,2
18055,1994,4,22,1994-04-22,0.01,-154.99,-4.4,1.2,,27.46,27.42,2
18056,1994,4,23,1994-04-23,0.0,-155.0,-4.2,-1.6,,27.54,27.64,2
18057,1994,4,24,1994-04-24,0.02,-155.0,-3.0,0.3,,27.35,27.67,2
18058,1994,4,25,1994-04-25,0.01,-154.99,-1.5,2.5,,27.74,28.04,2
18059,1994,4,26,1994-04-26,0.01,-155.0,-2.3,1.1,,27.78,28.2,2
18060,1994,4,27,1994-04-27,0.0,-155.0,-4.2,-1.8,,27.54,27.87,2
18061,1994,4,28,1994-04-28,0.02,-154.97,-6.2,-1.9,,27.54,27.6,2
18062,1994,4,29,1994-04-29,0.01,-154.99,-5.7,0.0,,27.39,27.48,2
18063,1994,4,30,1994-04-30,0.0,-154.99,-7.4,0.2,,27.58,27.37,2
18064,1994,5,1,1994-05-01,0.01,-154.99,-6.2,-0.9,,27.58,27.37,2
18065,1994,5,2,1994-05-02,0.0,-155.0,-5.8,-0.9,,27.58,27.46,2
18066,1994,5,3,1994-05-03,0.01,-155.0,-5.6,-2.1,,27.66,27.42,2
18067,1994,5,4,1994-05-04,0.0,-154.99,-4.3,-1.0,,27.58,27.42,2
18068,1994,5,5,1994-05-05,0.0,-154.99,-4.4,-1.0,,27.54,27.5,2
18069,1994,5,6,1994-05-06,0.0,-155.0,-4.8,-0.6,,27.5,27.36,2
18070,1994,5,7,1994-05-07,0.0,-155.0,-4.5,-0.3,,27.5,27.36,2
18071,1994,5,8,1994-05-08,0.01,-155.0,-4.0,-0.5,,27.42,27.42,2
18072,1994,5,9,1994-05-09,0.0,-155.0,-5.4,-1.9,,27.46,27.33,2
18073,1994,5,10,1994-05-10,0.01,-155.0,-6.2,-1.8,,27.19,27.28,2
18074,1994,5,11,1994-05-11,0.01,-155.0,-5.8,0.2,,27.27,27.28,2
18075,1994,5,12,1994-05-12,0.0,-155.0,-4.6,-2.0,,27.23,27.35,2
18076,1994,5,13,1994-05-13,0.0,-155.0,-4.3,-0.9,,27.74,27.31,2
18077,1994,5,14,1994-05-14,0.0,-154.99,-3.6,1.9,,27.58,27.4,2
18078,1994,5,15,1994-05-15,0.01,-154.99,-3.4,0.6,,27.7,27.57,2
18079,1994,5,16,1994-05-16,0.01,-154.99,-2.7,-0.9,,27.74,27.73,2
18080,1994,5,17,1994-05-17,0.01,-155.0,-3.1,-2.2,,27.78,27.68,2
18081,1994,5,18,1994-05-18,0.0,-154.99,-2.6,0.8,,27.54,27.76,2
18082,1994,5,19,1994-05-19,0.0,-155.0,-2.4,0.4,,27.54,27.95,2
18083,1994,5,20,1994-05-20,0.0,-155.0,-1.9,2.3,,27.46,28.01,2
18084,1994,5,21,1994-05-21,0.01,-155.0,-3.4,1.1,,27.46,27.89,2
18085,1994,5,22,1994-05-22,0.01,-155.01,,,,,,2
18086,1994,5,23,1994-05-23,0.01,-155.0,-3.3,-1.1,,,,2
18087,1994,5,24,1994-05-24,-0.01,-155.0,-6.1,0.7,80.4,27.49,27.62,2
18088,1994,5,25,1994-05-25,0.0,-155.0,-5.1,1.7,80.2,27.53,27.59,2
18089,1994,5,26,1994-05-26,0.01,-155.0,-4.1,-0.4,81.1,27.41,27.7,2
18090,1994,5,27,1994-05-27,0.0,-154.99,-4.0,-0.6,79.2,27.17,27.81,2
18091,1994,5,28,1994-05-28,0.0,-154.99,-3.3,-1.6,83.1,27.13,28.0,2
18092,1994,5,29,1994-05-29,0.0,-155.0,-4.8,-1.3,83.4,27.29,27.86,2
18093,1994,5,30,1994-05-30,0.0,-155.0,-4.2,0.7,81.5,27.41,27.78,2
18094,1994,5,31,1994-05-31,0.01,-155.0,-5.3,0.2,77.1,27.17,27.88,2
18095,1994,6,1,1994-06-01,0.0,-155.0,-4.5,-0.7,76.2,27.29,27.93,2
18096,1994,6,2,1994-06-02,0.01,-154.99,-4.6,-0.6,76.8,27.41,27.97,2
18097,1994,6,3,1994-06-03,0.01,-154.99,-4.8,-2.3,76.0,27.33,27.99,2
18098,1994,6,4,1994-06-04,0.0,-154.99,-4.8,-0.3,77.2,27.41,27.95,2
18099,1994,6,5,1994-06-05,0.0,-154.99,-6.8,-0.2,80.1,27.72,27.96,2
18100,1994,6,6,1994-06-06,0.0,-154.99,-7.0,-0.6,78.7,27.72,27.93,2
18101,1994,6,7,1994-06-07,0.0,-155.01,-8.4,-2.5,78.3,27.72,27.87,2
18102,1994,6,8,1994-06-08,0.01,-155.0,-8.3,-0.5,77.8,27.72,27.66,2
18103,1994,6,9,1994-06-09,0.01,-154.99,-6.5,-1.1,86.5,26.63,27.65,2
18104,1994,6,10,1994-06-10,0.0,-154.99,-6.7,-2.0,85.2,26.94,27.5,2
18105,1994,6,11,1994-06-11,0.0,-155.0,-9.1,-1.3,78.9,27.41,27.41,2
18106,1994,6,12,1994-06-12,0.01,-155.0,-7.3,-0.4,81.8,27.29,27.32,2
18107,1994,6,13,1994-06-13,0.0,-155.0,-6.6,0.3,85.5,27.25,27.36,2
18108,1994,6,14,1994-06-14,0.0,-155.0,-5.5,-1.4,85.4,27.25,27.39,2
18109,1994,6,15,1994-06-15,0.0,-154.99,-5.0,-2.5,86.0,26.82,27.31,2
18110,1994,6,16,1994-06-16,0.01,-155.01,-6.2,-1.9,82.3,27.13,27.29,2
18111,1994,6,17,1994-06-17,0.0,-154.99,-5.7,-0.8,83.6,27.21,27.42,2
18112,1994,6,18,1994-06-18,0.01,-155.0,-4.3,0.4,83.4,26.98,27.63,2
18113,1994,6,19,1994-06-19,0.0,-155.0,-5.3,-0.2,80.8,27.29,27.73,2
18114,1994,6,20,1994-06-20,0.01,-155.01,-5.9,-1.1,82.1,27.37,27.85,2
18115,1994,6,21,1994-06-21,0.01,-155.0,-7.0,0.7,80.7,27.37,27.8,2
18116,1994,6,22,1994-06-22,0.0,-155.0,-6.3,0.7,79.9,27.29,27.66,2
18117,1994,6,23,1994-06-23,0.01,-155.01,-4.2,-0.7,79.2,27.06,27.63,2
18118,1994,6,24,1994-06-24,0.0,-155.0,-4.0,-1.0,80.6,27.06,27.79,2
18119,1994,6,25,1994-06-25,0.0,-155.01,-5.2,-0.2,80.8,27.21,27.69,2
18120,1994,6,26,1994-06-26,0.0,-155.0,-4.4,-0.3,79.5,27.13,27.65,2
18121,1994,6,27,1994-06-27,0.0,-155.0,-4.6,-0.7,79.8,27.13,27.69,2
18122,1994,6,28,1994-06-28,0.0,-155.0,-3.9,-0.6,82.0,27.17,27.81,2
18123,1994,6,29,1994-06-29,0.0,-155.0,-5.4,0.6,80.6,27.29,27.69,2
18124,1994,6,30,1994-06-30,0.0,-154.99,-1.7,2.3,78.2,27.06,27.69,2
18125,1994,7,1,1994-07-01,0.0,-154.99,0.2,-1.1,81.4,26.98,27.82,2
18126,1994,7,2,1994-07-02,0.0,-155.0,-5.4,-0.1,78.1,27.6,28.17,2
18127,1994,7,3,1994-07-03,0.0,-155.0,-6.8,0.2,82.5,27.64,27.85,2
18128,1994,7,4,1994-07-04,-0.01,-155.0,-7.2,-0.7,78.5,27.6,27.74,2
18129,1994,7,5,1994-07-05,0.0,-155.0,-7.6,-0.7,74.4,27.41,27.66,2
18130,1994,7,6,1994-07-06,0.0,-155.0,-7.3,-1.7,73.7,27.29,27.59,2
18131,1994,7,7,1994-07-07,0.0,-155.0,-6.9,-1.4,73.1,27.25,27.5,2
18132,1994,7,8,1994-07-08,0.0,-155.0,-6.6,-2.3,72.8,27.21,27.5,2
18133,1994,7,9,1994-07-09,0.0,-155.0,-6.1,-1.1,74.2,27.17,27.57,2
18134,1994,7,10,1994-07-10,0.01,-155.0,-5.6,1.0,72.2,26.98,27.61,2
18135,1994,7,11,1994-07-11,0.01,-155.0,-3.7,2.2,67.7,26.74,27.63,2
18136,1994,7,12,1994-07-12,0.0,-155.0,-0.4,-1.7,82.9,25.84,27.88,2
18137,1994,7,13,1994-07-13,0.01,-155.0,-6.1,-1.9,80.1,26.78,27.68,2
18138,1994,7,14,1994-07-14,-0.01,-154.99,-5.6,-0.3,80.8,26.98,27.68,2
18139,1994,7,15,1994-07-15,0.0,-155.0,-7.6,-3.4,78.0,27.41,27.77,2
18140,1994,7,16,1994-07-16,0.0,-155.01,-7.9,-2.4,73.9,27.64,27.72,2
18141,1994,7,17,1994-07-17,0.0,-154.98,-5.8,-0.3,74.9,27.29,27.86,2
18142,1994,7,18,1994-07-18,0.01,-154.99,-5.1,0.7,74.5,27.13,27.97,2
18143,1994,7,19,1994-07-19,0.01,-155.0,-3.4,1.1,74.5,26.82,27.95,2
18144,1994,7,20,1994-07-20,0.01,-155.0,-1.7,0.1,73.8,26.82,28.06,2
18145,1994,7,21,1994-07-21,0.01,-154.99,-4.0,-1.0,72.9,27.02,28.11,2
18146,1994,7,22,1994-07-22,0.0,-155.0,-5.2,-1.3,73.4,27.02,27.75,2
18147,1994,7,23,1994-07-23,0.0,-155.0,-5.0,-0.2,72.5,26.98,27.67,2
18148,1994,7,24,1994-07-24,0.0,-155.0,-3.8,0.3,69.5,26.94,27.7,2
18149,1994,7,25,1994-07-25,0.0,-154.99,-3.0,-1.4,71.6,26.82,27.82,2
18150,1994,7,26,1994-07-26,0.01,-155.01,-4.6,0.3,71.6,26.94,27.8,2
18151,1994,7,27,1994-07-27,0.01,-155.0,-5.3,0.3,69.8,27.09,27.73,2
18152,1994,7,28,1994-07-28,0.0,-155.01,-5.4,-1.3,71.7,27.25,27.87,2
18153,1994,7,29,1994-07-29,0.01,-154.99,-6.0,-3.2,75.1,27.45,28.01,2
18154,1994,7,30,1994-07-30,0.01,-154.99,-7.2,-0.2,73.8,27.37,27.84,2
18155,1994,7,31,1994-07-31,0.01,-154.99,-5.8,-0.5,76.1,27.41,27.77,2
18156,1994,8,1,1994-08-01,0.03,-154.99,-4.4,-1.6,79.5,26.86,27.78,2
18157,1994,8,2,1994-08-02,0.01,-155.01,-6.4,-1.1,77.6,27.25,27.78,2
18158,1994,8,3,1994-08-03,0.03,-155.01,-6.2,1.2,72.9,27.25,27.83,2
18159,1994,8,4,1994-08-04,0.01,-155.0,-5.0,2.1,75.3,27.21,27.89,2
18160,1994,8,5,1994-08-05,0.01,-155.01,-5.0,0.6,73.0,27.45,27.93,2
18161,1994,8,6,1994-08-06,0.0,-154.98,-4.2,-1.3,69.0,27.25,28.06,2
18162,1994,8,7,1994-08-07,0.01,-154.99,-5.4,-0.8,67.8,27.13,28.02,2
18163,1994,8,8,1994-08-08,0.01,-154.99,-5.0,1.1,68.5,27.37,28.06,2
18164,1994,8,9,1994-08-09,0.0,-154.99,-5.1,-2.9,72.3,27.25,28.09,2
18165,1994,8,10,1994-08-10,0.02,-155.0,-5.6,-0.9,70.7,27.41,28.07,2
18166,1994,8,11,1994-08-11,0.01,-155.0,-5.1,0.8,73.7,27.45,28.09,2
18167,1994,8,12,1994-08-12,0.01,-155.0,-5.2,-1.2,72.8,27.41,28.09,2
18168,1994,8,13,1994-08-13,0.01,-155.0,-5.0,0.4,74.2,27.29,28.06,2
18169,1994,8,14,1994-08-14,0.01,-155.0,-5.1,0.7,71.6,27.37,28.1,2
18170,1994,8,15,1994-08-15,0.01,-155.0,-4.7,-1.9,75.8,27.6,28.16,2
18171,1994,8,16,1994-08-16,0.01,-155.0,-6.3,-1.2,76.7,27.64,28.13,2
18172,1994,8,17,1994-08-17,0.0,-154.99,-6.6,0.5,72.1,27.56,28.14,2
18173,1994,8,18,1994-08-18,0.01,-154.99,-7.1,-0.2,70.7,27.64,28.11,2
18174,1994,8,19,1994-08-19,0.01,-155.01,-8.1,-1.1,71.1,27.76,28.05,2
18175,1994,8,20,1994-08-20,0.01,-155.01,-7.7,-0.7,73.2,27.84,28.02,2
18176,1994,8,21,1994-08-21,0.01,-155.0,-6.8,-1.5,77.2,27.64,28.03,2
18177,1994,8,22,1994-08-22,0.0,-155.0,-6.8,0.5,74.0,27.56,28.09,2
18178,1994,8,23,1994-08-23,0.01,-155.01,-7.1,-1.4,73.0,27.56,28.08,2
18179,1994,8,24,1994-08-24,0.01,-154.99,-6.6,-1.5,73.4,27.53,28.05,2
18180,1994,8,25,1994-08-25,0.0,-155.0,-6.7,-1.6,72.7,27.37,28.02,2
18181,1994,8,26,1994-08-26,0.0,-155.0,-6.6,-0.7,72.3,27.41,28.02,2
18182,1994,8,27,1994-08-27,0.0,-155.01,-6.3,-0.1,72.6,27.29,28.0,2
18183,1994,8,28,1994-08-28,0.01,-155.01,-6.7,0.4,71.5,27.37,27.95,2
18184,1994,8,29,1994-08-29,0.01,-155.01,-8.4,-1.6,73.7,27.25,27.89,2
18185,1994,8,30,1994-08-30,0.01,-155.01,-9.0,-2.2,75.7,27.29,27.76,2
18186,1994,8,31,1994-08-31,0.0,-155.01,-7.9,1.5,76.9,27.33,27.6,2
18187,1994,9,1,1994-09-01,0.0,-155.01,-7.4,1.9,80.6,27.25,27.47,2
18188,1994,9,2,1994-09-02,0.0,-155.02,-7.8,-1.0,80.3,27.06,27.41,2
18189,1994,9,3,1994-09-03,0.0,-155.02,-7.7,0.4,83.3,26.55,27.22,2
18190,1994,9,4,1994-09-04,0.0,-155.02,-6.8,0.4,76.2,26.9,27.14,2
18191,1994,9,5,1994-09-05,-0.01,-155.01,-7.0,0.2,78.5,26.98,27.14,2
18192,1994,9,6,1994-09-06,0.0,-155.01,-7.4,-1.8,76.9,26.66,27.03,2
18193,1994,9,7,1994-09-07,-0.01,-155.01,-7.1,-1.4,77.1,26.59,26.96,2
18194,1994,9,8,1994-09-08,0.0,-155.01,-6.1,0.9,75.4,26.66,26.98,2
18195,1994,9,9,1994-09-09,0.02,-155.01,-6.1,2.6,75.4,26.9,26.98,2
18196,1994,9,10,1994-09-10,0.01,-155.01,-5.6,0.1,76.3,26.82,27.06,2
18197,1994,9,11,1994-09-11,0.03,-155.01,-6.2,0.1,75.6,26.9,27.24,2
18198,1994,9,12,1994-09-12,0.01,-155.01,-6.0,0.0,76.3,27.06,27.64,2
18199,1994,9,13,1994-09-13,0.01,-155.0,-6.4,-2.2,78.7,26.94,27.76,2
18200,1994,9,14,1994-09-14,0.0,-155.01,-7.3,-2.6,70.1,27.06,27.7,2
18201,1994,9,15,1994-09-15,-0.01,-155.01,-7.9,-0.5,70.1,26.98,27.61,2
18202,1994,9,16,1994-09-16,0.0,-155.01,-6.6,0.4,73.0,26.9,27.19,2
18203,1994,9,17,1994-09-17,0.01,-155.01,-6.1,0.1,72.9,26.55,27.23,2
18204,1994,9,18,1994-09-18,0.01,-155.0,-6.5,0.9,73.3,26.59,27.2,2
18205,1994,9,19,1994-09-19,0.0,-155.0,-4.6,-0.5,69.4,26.2,27.21,2
18206,1994,9,20,1994-09-20,0.01,-155.0,-4.3,-2.3,73.1,26.31,27.29,2
18207,1994,9,21,1994-09-21,0.01,-155.0,-4.4,0.9,73.1,26.43,27.33,2
18208,1994,9,22,1994-09-22,0.01,-155.01,-2.0,3.8,74.6,27.09,27.65,2
18209,1994,9,23,1994-09-23,0.01,-155.0,0.4,4.7,70.5,27.17,28.06,2
18210,1994,9,24,1994-09-24,0.01,-155.0,1.8,-0.3,71.7,27.17,28.24,2
18211,1994,9,25,1994-09-25,0.0,-155.0,-1.5,-2.7,70.5,27.21,28.43,2
18212,1994,9,26,1994-09-26,0.0,-154.99,-3.6,1.6,66.2,26.98,28.25,2
18213,1994,9,27,1994-09-27,0.04,-155.02,-3.9,3.4,67.4,27.21,28.23,2
18214,1994,9,28,1994-09-28,0.01,-155.0,-4.5,4.0,69.0,27.41,28.35,2
18215,1994,9,29,1994-09-29,0.0,-155.0,-6.2,-1.5,72.3,27.33,28.27,2
18216,1994,9,30,1994-09-30,0.0,-154.99,-6.1,-3.3,71.1,27.33,28.27,2
18217,1994,10,1,1994-10-01,0.0,-155.01,-4.7,2.3,71.3,27.25,28.04,2
18218,1994,10,2,1994-10-02,0.0,-155.0,-3.5,4.7,72.0,27.25,27.8,2
18219,1994,10,3,1994-10-03,0.0,-155.0,-2.2,2.6,68.5,27.33,27.86,2
18220,1994,10,4,1994-10-04,0.0,-155.0,-2.1,-0.5,71.5,27.21,28.22,2
18221,1994,10,5,1994-10-05,-0.01,-155.0,-1.8,-3.1,73.5,27.09,28.08,2
18222,1994,10,6,1994-10-06,0.0,-155.01,-4.0,0.0,74.0,27.25,28.08,2
18223,1994,10,7,1994-10-07,0.0,-155.01,-5.3,2.2,74.2,27.25,28.03,2
18224,1994,10,8,1994-10-08,0.0,-155.0,-6.0,0.5,74.1,27.17,28.03,2
18225,1994,10,9,1994-10-09,0.0,-155.0,-5.6,-0.2,73.8,27.02,28.01,2
18226,1994,10,10,1994-10-10,0.0,-155.0,-4.5,2.9,75.0,27.09,27.93,2
18227,1994,10,11,1994-10-11,0.01,-155.01,-4.3,2.7,75.1,27.06,27.79,2
